,date,title,artist,weeks,uri,af
12,2015-08-13,DRAG ME DOWN,ONE DIRECTION,1,spotify:track:2K87XMYnUMqLcX3zvtAF4G,"{'danceability': 0.73, 'energy': 0.703, 'key': 0, 'loudness': -5.672, 'mode': 0, 'speechiness': 0.0369, 'acousticness': 0.109, 'instrumentalness': 0, 'liveness': 0.0657, 'valence': 0.595, 'tempo': 138.113, 'type': 'audio_features', 'id': '2K87XMYnUMqLcX3zvtAF4G', 'uri': 'spotify:track:2K87XMYnUMqLcX3zvtAF4G', 'track_href': 'https://api.spotify.com/v1/tracks/2K87XMYnUMqLcX3zvtAF4G', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2K87XMYnUMqLcX3zvtAF4G', 'duration_ms': 192120, 'time_signature': 4}"
13,2015-08-20,MARVIN GAYE,CHARLIE PUTH FT MEGHAN TRAINOR,1,spotify:track:2L6RHJwjLYmUwdPuqF6JPc,"{'danceability': 0.763, 'energy': 0.549, 'key': 1, 'loudness': -8.559, 'mode': 0, 'speechiness': 0.0308, 'acousticness': 0.119, 'instrumentalness': 0, 'liveness': 0.316, 'valence': 0.613, 'tempo': 109.991, 'type': 'audio_features', 'id': '2L6RHJwjLYmUwdPuqF6JPc', 'uri': 'spotify:track:2L6RHJwjLYmUwdPuqF6JPc', 'track_href': 'https://api.spotify.com/v1/tracks/2L6RHJwjLYmUwdPuqF6JPc', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2L6RHJwjLYmUwdPuqF6JPc', 'duration_ms': 183862, 'time_signature': 4}"
14,2015-08-27,DON'T BE SO HARD ON YOURSELF,JESS GLYNNE,1,spotify:track:6jF1nHIMESqft9p33tQYPn,"{'danceability': 0.571, 'energy': 0.815, 'key': 6, 'loudness': -3.267, 'mode': 1, 'speechiness': 0.0321, 'acousticness': 0.0608, 'instrumentalness': 0, 'liveness': 0.163, 'valence': 0.664, 'tempo': 120.008, 'type': 'audio_features', 'id': '6jF1nHIMESqft9p33tQYPn', 'uri': 'spotify:track:6jF1nHIMESqft9p33tQYPn', 'track_href': 'https://api.spotify.com/v1/tracks/6jF1nHIMESqft9p33tQYPn', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6jF1nHIMESqft9p33tQYPn', 'duration_ms': 211460, 'time_signature': 4}"
15,2015-03-09,FIGHT SONG,RACHEL PLATTEN,1,spotify:track:37f4ITSlgPX81ad2EvmVQr,"{'danceability': 0.564, 'energy': 0.714, 'key': 7, 'loudness': -4.987, 'mode': 1, 'speechiness': 0.129, 'acousticness': 0.0549, 'instrumentalness': 0, 'liveness': 0.155, 'valence': 0.33, 'tempo': 175.924, 'type': 'audio_features', 'id': '37f4ITSlgPX81ad2EvmVQr', 'uri': 'spotify:track:37f4ITSlgPX81ad2EvmVQr', 'track_href': 'https://api.spotify.com/v1/tracks/37f4ITSlgPX81ad2EvmVQr', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/37f4ITSlgPX81ad2EvmVQr', 'duration_ms': 204013, 'time_signature': 4}"
16,2015-10-09,WHAT DO YOU MEAN?,JUSTIN BIEBER,1,spotify:track:4B0JvthVoAAuygILe3n4Bs,"{'danceability': 0.837, 'energy': 0.571, 'key': 5, 'loudness': -8.273, 'mode': 0, 'speechiness': 0.0922, 'acousticness': 0.61, 'instrumentalness': 0.000898, 'liveness': 0.0849, 'valence': 0.801, 'tempo': 125.034, 'type': 'audio_features', 'id': '4B0JvthVoAAuygILe3n4Bs', 'uri': 'spotify:track:4B0JvthVoAAuygILe3n4Bs', 'track_href': 'https://api.spotify.com/v1/tracks/4B0JvthVoAAuygILe3n4Bs', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4B0JvthVoAAuygILe3n4Bs', 'duration_ms': 205680, 'time_signature': 4}"
17,2015-09-17,EASY LOVE,SIGALA,1,spotify:track:5s7xgzXtmY4gMjeSlgisjy,"{'danceability': 0.68, 'energy': 0.942, 'key': 9, 'loudness': -4.21, 'mode': 1, 'speechiness': 0.0628, 'acousticness': 0.175, 'instrumentalness': 0.0013, 'liveness': 0.117, 'valence': 0.65, 'tempo': 123.99, 'type': 'audio_features', 'id': '5s7xgzXtmY4gMjeSlgisjy', 'uri': 'spotify:track:5s7xgzXtmY4gMjeSlgisjy', 'track_href': 'https://api.spotify.com/v1/tracks/5s7xgzXtmY4gMjeSlgisjy', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5s7xgzXtmY4gMjeSlgisjy', 'duration_ms': 229813, 'time_signature': 4}"
18,2015-09-24,WHAT DO YOU MEAN?,JUSTIN BIEBER,2,spotify:track:4B0JvthVoAAuygILe3n4Bs,"{'danceability': 0.837, 'energy': 0.571, 'key': 5, 'loudness': -8.273, 'mode': 0, 'speechiness': 0.0922, 'acousticness': 0.61, 'instrumentalness': 0.000898, 'liveness': 0.0849, 'valence': 0.801, 'tempo': 125.034, 'type': 'audio_features', 'id': '4B0JvthVoAAuygILe3n4Bs', 'uri': 'spotify:track:4B0JvthVoAAuygILe3n4Bs', 'track_href': 'https://api.spotify.com/v1/tracks/4B0JvthVoAAuygILe3n4Bs', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4B0JvthVoAAuygILe3n4Bs', 'duration_ms': 205680, 'time_signature': 4}"
19,2015-08-10,WRITING'S ON THE WALL,SAM SMITH,1,spotify:track:1PWnAEQcbwQwK759otUbta,"{'danceability': 0.261, 'energy': 0.302, 'key': 5, 'loudness': -8.19, 'mode': 0, 'speechiness': 0.0339, 'acousticness': 0.769, 'instrumentalness': 2.57e-06, 'liveness': 0.0863, 'valence': 0.0883, 'tempo': 81.418, 'type': 'audio_features', 'id': '1PWnAEQcbwQwK759otUbta', 'uri': 'spotify:track:1PWnAEQcbwQwK759otUbta', 'track_href': 'https://api.spotify.com/v1/tracks/1PWnAEQcbwQwK759otUbta', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1PWnAEQcbwQwK759otUbta', 'duration_ms': 278987, 'time_signature': 3}"
20,2015-10-15,WHAT DO YOU MEAN,JUSTIN BIEBER,2,spotify:track:4B0JvthVoAAuygILe3n4Bs,"{'danceability': 0.837, 'energy': 0.571, 'key': 5, 'loudness': -8.273, 'mode': 0, 'speechiness': 0.0922, 'acousticness': 0.61, 'instrumentalness': 0.000898, 'liveness': 0.0849, 'valence': 0.801, 'tempo': 125.034, 'type': 'audio_features', 'id': '4B0JvthVoAAuygILe3n4Bs', 'uri': 'spotify:track:4B0JvthVoAAuygILe3n4Bs', 'track_href': 'https://api.spotify.com/v1/tracks/4B0JvthVoAAuygILe3n4Bs', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4B0JvthVoAAuygILe3n4Bs', 'duration_ms': 205680, 'time_signature': 4}"
21,2015-10-29,TURN THE MUSIC LOUDER (RUMBLE),KDA FT TINIE TEMPAH & KATY B,1,,{}
22,2015-11-19,HELLO,ADELE,3,spotify:track:4sPmO7WMQUAf45kwMOtONw,"{'danceability': 0.481, 'energy': 0.451, 'key': 5, 'loudness': -6.095, 'mode': 0, 'speechiness': 0.0347, 'acousticness': 0.336, 'instrumentalness': 0, 'liveness': 0.0872, 'valence': 0.289, 'tempo': 157.966, 'type': 'audio_features', 'id': '4sPmO7WMQUAf45kwMOtONw', 'uri': 'spotify:track:4sPmO7WMQUAf45kwMOtONw', 'track_href': 'https://api.spotify.com/v1/tracks/4sPmO7WMQUAf45kwMOtONw', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4sPmO7WMQUAf45kwMOtONw', 'duration_ms': 295493, 'time_signature': 4}"
23,2015-11-26,SORRY,JUSTIN BIEBER,2,spotify:track:09CtPGIpYB4BrO8qb1RGsF,"{'danceability': 0.605, 'energy': 0.768, 'key': 0, 'loudness': -3.724, 'mode': 0, 'speechiness': 0.0476, 'acousticness': 0.0865, 'instrumentalness': 0, 'liveness': 0.308, 'valence': 0.414, 'tempo': 100.209, 'type': 'audio_features', 'id': '09CtPGIpYB4BrO8qb1RGsF', 'uri': 'spotify:track:09CtPGIpYB4BrO8qb1RGsF', 'track_href': 'https://api.spotify.com/v1/tracks/09CtPGIpYB4BrO8qb1RGsF', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/09CtPGIpYB4BrO8qb1RGsF', 'duration_ms': 200787, 'time_signature': 4}"
24,2015-10-12,LOVE YOURSELF,JUSTIN BIEBER,3,spotify:track:50kpGaPAhYJ3sGmk6vplg0,"{'danceability': 0.607, 'energy': 0.376, 'key': 4, 'loudness': -9.954, 'mode': 1, 'speechiness': 0.453, 'acousticness': 0.856, 'instrumentalness': 0, 'liveness': 0.285, 'valence': 0.545, 'tempo': 102.541, 'type': 'audio_features', 'id': '50kpGaPAhYJ3sGmk6vplg0', 'uri': 'spotify:track:50kpGaPAhYJ3sGmk6vplg0', 'track_href': 'https://api.spotify.com/v1/tracks/50kpGaPAhYJ3sGmk6vplg0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/50kpGaPAhYJ3sGmk6vplg0', 'duration_ms': 233720, 'time_signature': 4}"
25,2015-12-31,A BRIDGE OVER YOU,THE LEWISHAM & GREENWICH NHS CHOIR,1,spotify:track:12yATxj1ppXs8quI0Dn63D,"{'danceability': 0.177, 'energy': 0.31, 'key': 3, 'loudness': -9.494, 'mode': 1, 'speechiness': 0.0273, 'acousticness': 0.473, 'instrumentalness': 9.11e-05, 'liveness': 0.125, 'valence': 0.248, 'tempo': 83.12, 'type': 'audio_features', 'id': '12yATxj1ppXs8quI0Dn63D', 'uri': 'spotify:track:12yATxj1ppXs8quI0Dn63D', 'track_href': 'https://api.spotify.com/v1/tracks/12yATxj1ppXs8quI0Dn63D', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/12yATxj1ppXs8quI0Dn63D', 'duration_ms': 250116, 'time_signature': 4}"
0,2016-07-01,LOVE YOURSELF,JUSTIN BIEBER,3,spotify:track:50kpGaPAhYJ3sGmk6vplg0,"{'danceability': 0.607, 'energy': 0.376, 'key': 4, 'loudness': -9.954, 'mode': 1, 'speechiness': 0.453, 'acousticness': 0.856, 'instrumentalness': 0, 'liveness': 0.285, 'valence': 0.545, 'tempo': 102.541, 'type': 'audio_features', 'id': '50kpGaPAhYJ3sGmk6vplg0', 'uri': 'spotify:track:50kpGaPAhYJ3sGmk6vplg0', 'track_href': 'https://api.spotify.com/v1/tracks/50kpGaPAhYJ3sGmk6vplg0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/50kpGaPAhYJ3sGmk6vplg0', 'duration_ms': 233720, 'time_signature': 4}"
1,2016-01-21,STITCHES,SHAWN MENDES,2,spotify:track:5jsw9uXEGuKyJzs0boZ1bT,"{'danceability': 0.746, 'energy': 0.754, 'key': 1, 'loudness': -6.681, 'mode': 1, 'speechiness': 0.067, 'acousticness': 0.0152, 'instrumentalness': 0, 'liveness': 0.0486, 'valence': 0.764, 'tempo': 149.882, 'type': 'audio_features', 'id': '5jsw9uXEGuKyJzs0boZ1bT', 'uri': 'spotify:track:5jsw9uXEGuKyJzs0boZ1bT', 'track_href': 'https://api.spotify.com/v1/tracks/5jsw9uXEGuKyJzs0boZ1bT', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5jsw9uXEGuKyJzs0boZ1bT', 'duration_ms': 206880, 'time_signature': 4}"
2,2016-11-02,PILLOWTALK,ZAYN,1,spotify:track:0PDUDa38GO8lMxLCRc4lL1,"{'danceability': 0.584, 'energy': 0.7, 'key': 11, 'loudness': -4.275, 'mode': 1, 'speechiness': 0.0456, 'acousticness': 0.117, 'instrumentalness': 0, 'liveness': 0.0939, 'valence': 0.438, 'tempo': 124.944, 'type': 'audio_features', 'id': '0PDUDa38GO8lMxLCRc4lL1', 'uri': 'spotify:track:0PDUDa38GO8lMxLCRc4lL1', 'track_href': 'https://api.spotify.com/v1/tracks/0PDUDa38GO8lMxLCRc4lL1', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0PDUDa38GO8lMxLCRc4lL1', 'duration_ms': 202747, 'time_signature': 4}"
3,2016-02-18,7 YEARS,LUKAS GRAHAM,5,spotify:track:5kqIPrATaCc2LqxVWzQGbk,"{'danceability': 0.765, 'energy': 0.473, 'key': 10, 'loudness': -5.829, 'mode': 1, 'speechiness': 0.0514, 'acousticness': 0.287, 'instrumentalness': 0, 'liveness': 0.391, 'valence': 0.34, 'tempo': 119.992, 'type': 'audio_features', 'id': '5kqIPrATaCc2LqxVWzQGbk', 'uri': 'spotify:track:5kqIPrATaCc2LqxVWzQGbk', 'track_href': 'https://api.spotify.com/v1/tracks/5kqIPrATaCc2LqxVWzQGbk', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5kqIPrATaCc2LqxVWzQGbk', 'duration_ms': 237300, 'time_signature': 4}"
4,2016-03-17,I TOOK A PILL IN IBIZA,MIKE POSNER,4,spotify:track:1MtUq6Wp1eQ8PC6BbPCj8P,"{'danceability': 0.663, 'energy': 0.713, 'key': 7, 'loudness': -6.647, 'mode': 0, 'speechiness': 0.112, 'acousticness': 0.0353, 'instrumentalness': 7.68e-06, 'liveness': 0.0843, 'valence': 0.69, 'tempo': 101.965, 'type': 'audio_features', 'id': '1MtUq6Wp1eQ8PC6BbPCj8P', 'uri': 'spotify:track:1MtUq6Wp1eQ8PC6BbPCj8P', 'track_href': 'https://api.spotify.com/v1/tracks/1MtUq6Wp1eQ8PC6BbPCj8P', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1MtUq6Wp1eQ8PC6BbPCj8P', 'duration_ms': 197933, 'time_signature': 4}"
5,2016-04-21,ONE DANCE,DRAKE FT WIZKID & KYLA,15,spotify:track:1ELiSgMVpM5cCz7c0zuGQj,"{'danceability': 0.779, 'energy': 0.701, 'key': 10, 'loudness': -7.958, 'mode': 0, 'speechiness': 0.0575, 'acousticness': 0.000744, 'instrumentalness': 0.743, 'liveness': 0.202, 'valence': 0.142, 'tempo': 103.971, 'type': 'audio_features', 'id': '1ELiSgMVpM5cCz7c0zuGQj', 'uri': 'spotify:track:1ELiSgMVpM5cCz7c0zuGQj', 'track_href': 'https://api.spotify.com/v1/tracks/1ELiSgMVpM5cCz7c0zuGQj', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1ELiSgMVpM5cCz7c0zuGQj', 'duration_ms': 175673, 'time_signature': 4}"
6,2016-04-08,COLD WATER,MAJOR LAZER FT JUSTIN BIEBER & MØ,5,spotify:track:58jXfiKqJl9jhjTUEpapxi,"{'danceability': 0.711, 'energy': 0.612, 'key': 2, 'loudness': -9.39, 'mode': 1, 'speechiness': 0.053, 'acousticness': 0.0625, 'instrumentalness': 0.865, 'liveness': 0.081, 'valence': 0.4, 'tempo': 93.023, 'type': 'audio_features', 'id': '58jXfiKqJl9jhjTUEpapxi', 'uri': 'spotify:track:58jXfiKqJl9jhjTUEpapxi', 'track_href': 'https://api.spotify.com/v1/tracks/58jXfiKqJl9jhjTUEpapxi', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/58jXfiKqJl9jhjTUEpapxi', 'duration_ms': 185806, 'time_signature': 4}"
7,2016-08-09,CLOSER,THE CHAINSMOKERS FT HALSEY,4,spotify:track:0XFzsRuPgqt8HvnpQsDYzb,"{'danceability': 0.466, 'energy': 0.244, 'key': 8, 'loudness': -11.385, 'mode': 1, 'speechiness': 0.0647, 'acousticness': 0.00593, 'instrumentalness': 0.0129, 'liveness': 0.118, 'valence': 0.199, 'tempo': 95.022, 'type': 'audio_features', 'id': '0XFzsRuPgqt8HvnpQsDYzb', 'uri': 'spotify:track:0XFzsRuPgqt8HvnpQsDYzb', 'track_href': 'https://api.spotify.com/v1/tracks/0XFzsRuPgqt8HvnpQsDYzb', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0XFzsRuPgqt8HvnpQsDYzb', 'duration_ms': 287294, 'time_signature': 4}"
8,2016-06-10,SAY YOU WON'T LET GO,JAMES ARTHUR,3,spotify:track:5uCax9HTNlzGybIStD3vDh,"{'danceability': 0.358, 'energy': 0.557, 'key': 10, 'loudness': -7.398, 'mode': 1, 'speechiness': 0.059, 'acousticness': 0.695, 'instrumentalness': 0, 'liveness': 0.0902, 'valence': 0.494, 'tempo': 85.043, 'type': 'audio_features', 'id': '5uCax9HTNlzGybIStD3vDh', 'uri': 'spotify:track:5uCax9HTNlzGybIStD3vDh', 'track_href': 'https://api.spotify.com/v1/tracks/5uCax9HTNlzGybIStD3vDh', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5uCax9HTNlzGybIStD3vDh', 'duration_ms': 211467, 'time_signature': 4}"
9,2016-10-27,SHOUT OUT TO MY EX,LITTLE MIX,3,spotify:track:1pwo8l3Ko7idwaz4LVUEC4,"{'danceability': 0.773, 'energy': 0.747, 'key': 5, 'loudness': -4.061, 'mode': 1, 'speechiness': 0.0889, 'acousticness': 0.0239, 'instrumentalness': 8.23e-06, 'liveness': 0.11, 'valence': 0.8, 'tempo': 126.014, 'type': 'audio_features', 'id': '1pwo8l3Ko7idwaz4LVUEC4', 'uri': 'spotify:track:1pwo8l3Ko7idwaz4LVUEC4', 'track_href': 'https://api.spotify.com/v1/tracks/1pwo8l3Ko7idwaz4LVUEC4', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1pwo8l3Ko7idwaz4LVUEC4', 'duration_ms': 246240, 'time_signature': 4}"
10,2016-11-17,ROCKABYE,CLEAN BANDIT,9,spotify:track:5knuzwU65gJK7IF5yJsuaW,"{'danceability': 0.72, 'energy': 0.763, 'key': 9, 'loudness': -4.068, 'mode': 0, 'speechiness': 0.0523, 'acousticness': 0.406, 'instrumentalness': 0, 'liveness': 0.18, 'valence': 0.742, 'tempo': 101.965, 'type': 'audio_features', 'id': '5knuzwU65gJK7IF5yJsuaW', 'uri': 'spotify:track:5knuzwU65gJK7IF5yJsuaW', 'track_href': 'https://api.spotify.com/v1/tracks/5knuzwU65gJK7IF5yJsuaW', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5knuzwU65gJK7IF5yJsuaW', 'duration_ms': 251088, 'time_signature': 4}"
0,2017-01-19,SHAPE OF YOU,ED SHEERAN,13,spotify:track:7qiZfU4dY1lWllzX7mPBI3,"{'danceability': 0.825, 'energy': 0.652, 'key': 1, 'loudness': -3.183, 'mode': 0, 'speechiness': 0.0802, 'acousticness': 0.581, 'instrumentalness': 0, 'liveness': 0.0931, 'valence': 0.931, 'tempo': 95.977, 'type': 'audio_features', 'id': '7qiZfU4dY1lWllzX7mPBI3', 'uri': 'spotify:track:7qiZfU4dY1lWllzX7mPBI3', 'track_href': 'https://api.spotify.com/v1/tracks/7qiZfU4dY1lWllzX7mPBI3', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7qiZfU4dY1lWllzX7mPBI3', 'duration_ms': 233713, 'time_signature': 4}"
1,2017-04-20,SIGN OF THE TIMES,HARRY STYLES,1,spotify:track:5Ohxk2dO5COHF1krpoPigN,"{'danceability': 0.516, 'energy': 0.595, 'key': 5, 'loudness': -4.63, 'mode': 1, 'speechiness': 0.0313, 'acousticness': 0.0275, 'instrumentalness': 0, 'liveness': 0.109, 'valence': 0.222, 'tempo': 119.972, 'type': 'audio_features', 'id': '5Ohxk2dO5COHF1krpoPigN', 'uri': 'spotify:track:5Ohxk2dO5COHF1krpoPigN', 'track_href': 'https://api.spotify.com/v1/tracks/5Ohxk2dO5COHF1krpoPigN', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5Ohxk2dO5COHF1krpoPigN', 'duration_ms': 340707, 'time_signature': 4}"
2,2014-04-27,SHAPE OF YOU,ED SHEERAN,1,spotify:track:7qiZfU4dY1lWllzX7mPBI3,"{'danceability': 0.825, 'energy': 0.652, 'key': 1, 'loudness': -3.183, 'mode': 0, 'speechiness': 0.0802, 'acousticness': 0.581, 'instrumentalness': 0, 'liveness': 0.0931, 'valence': 0.931, 'tempo': 95.977, 'type': 'audio_features', 'id': '7qiZfU4dY1lWllzX7mPBI3', 'uri': 'spotify:track:7qiZfU4dY1lWllzX7mPBI3', 'track_href': 'https://api.spotify.com/v1/tracks/7qiZfU4dY1lWllzX7mPBI3', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7qiZfU4dY1lWllzX7mPBI3', 'duration_ms': 233713, 'time_signature': 4}"
3,2017-04-05,SYMPHONY,CLEAN BANDIT FT ZARA LARSSON,1,spotify:track:129Ovl9iLC7XjxavL1Uank,"{'danceability': 0.686, 'energy': 0.379, 'key': 0, 'loudness': -10.235, 'mode': 0, 'speechiness': 0.0604, 'acousticness': 0.197, 'instrumentalness': 0.438, 'liveness': 0.162, 'valence': 0.231, 'tempo': 122.996, 'type': 'audio_features', 'id': '129Ovl9iLC7XjxavL1Uank', 'uri': 'spotify:track:129Ovl9iLC7XjxavL1Uank', 'track_href': 'https://api.spotify.com/v1/tracks/129Ovl9iLC7XjxavL1Uank', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/129Ovl9iLC7XjxavL1Uank', 'duration_ms': 220732, 'time_signature': 4}"
4,2017-11-05,I'M THE ONE,"DJ KHALED FT JUSTIN BIEBER, QUAVO, CHANCE THE RAPPER & LIL WAYNE",1,spotify:track:5E3RnsOgNHLrGXqkqyWKBt,"{'danceability': 0.675, 'energy': 0.396, 'key': 7, 'loudness': -11.351, 'mode': 1, 'speechiness': 0.0614, 'acousticness': 0.0383, 'instrumentalness': 0.069, 'liveness': 0.335, 'valence': 0.592, 'tempo': 80.955, 'type': 'audio_features', 'id': '5E3RnsOgNHLrGXqkqyWKBt', 'uri': 'spotify:track:5E3RnsOgNHLrGXqkqyWKBt', 'track_href': 'https://api.spotify.com/v1/tracks/5E3RnsOgNHLrGXqkqyWKBt', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5E3RnsOgNHLrGXqkqyWKBt', 'duration_ms': 286682, 'time_signature': 4}"
5,2017-05-18,DESPACITO,LUIS FONSI & DADDY YANKEE FT JUSTIN BIEBER,6,spotify:track:4S6sMrZYilvZ2Y2JcuP2LR,"{'danceability': 0.723, 'energy': 0.467, 'key': 11, 'loudness': -9.697, 'mode': 0, 'speechiness': 0.101, 'acousticness': 0.0277, 'instrumentalness': 0.211, 'liveness': 0.322, 'valence': 0.378, 'tempo': 178.026, 'type': 'audio_features', 'id': '4S6sMrZYilvZ2Y2JcuP2LR', 'uri': 'spotify:track:4S6sMrZYilvZ2Y2JcuP2LR', 'track_href': 'https://api.spotify.com/v1/tracks/4S6sMrZYilvZ2Y2JcuP2LR', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4S6sMrZYilvZ2Y2JcuP2LR', 'duration_ms': 229197, 'time_signature': 4}"
6,2017-06-29,BRIDGE OVER TROUBLED WATER,ARTISTS FOR GRENFELL,1,spotify:track:5y9VR6oWTFjtprI6Zia6aB,"{'danceability': 0.484, 'energy': 0.312, 'key': 2, 'loudness': -7.836, 'mode': 1, 'speechiness': 0.0398, 'acousticness': 0.795, 'instrumentalness': 0, 'liveness': 0.132, 'valence': 0.0789, 'tempo': 119.428, 'type': 'audio_features', 'id': '5y9VR6oWTFjtprI6Zia6aB', 'uri': 'spotify:track:5y9VR6oWTFjtprI6Zia6aB', 'track_href': 'https://api.spotify.com/v1/tracks/5y9VR6oWTFjtprI6Zia6aB', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5y9VR6oWTFjtprI6Zia6aB', 'duration_ms': 233393, 'time_signature': 4}"
7,2017-06-07,DESPACITO,LUIS FONSI & DADDY YANKEE FT JUSTIN BIEBER,3,spotify:track:4S6sMrZYilvZ2Y2JcuP2LR,"{'danceability': 0.723, 'energy': 0.467, 'key': 11, 'loudness': -9.697, 'mode': 0, 'speechiness': 0.101, 'acousticness': 0.0277, 'instrumentalness': 0.211, 'liveness': 0.322, 'valence': 0.378, 'tempo': 178.026, 'type': 'audio_features', 'id': '4S6sMrZYilvZ2Y2JcuP2LR', 'uri': 'spotify:track:4S6sMrZYilvZ2Y2JcuP2LR', 'track_href': 'https://api.spotify.com/v1/tracks/4S6sMrZYilvZ2Y2JcuP2LR', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4S6sMrZYilvZ2Y2JcuP2LR', 'duration_ms': 229197, 'time_signature': 4}"
8,2017-07-27,WILD THOUGHTS,DJ KHALED FT RIHANNA & BRYSON TILLER,1,spotify:track:1jpFUgkOnsQYh4cWX2bLxs,"{'danceability': 0.517, 'energy': 0.354, 'key': 5, 'loudness': -11.036, 'mode': 0, 'speechiness': 0.162, 'acousticness': 0.0163, 'instrumentalness': 0.838, 'liveness': 0.091, 'valence': 0.598, 'tempo': 193.739, 'type': 'audio_features', 'id': '1jpFUgkOnsQYh4cWX2bLxs', 'uri': 'spotify:track:1jpFUgkOnsQYh4cWX2bLxs', 'track_href': 'https://api.spotify.com/v1/tracks/1jpFUgkOnsQYh4cWX2bLxs', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1jpFUgkOnsQYh4cWX2bLxs', 'duration_ms': 206020, 'time_signature': 4}"
9,2017-03-08,DESPACITO,LUIS FONSI & DADDY YANKEE FT JUSTIN BIEBER,2,spotify:track:4S6sMrZYilvZ2Y2JcuP2LR,"{'danceability': 0.723, 'energy': 0.467, 'key': 11, 'loudness': -9.697, 'mode': 0, 'speechiness': 0.101, 'acousticness': 0.0277, 'instrumentalness': 0.211, 'liveness': 0.322, 'valence': 0.378, 'tempo': 178.026, 'type': 'audio_features', 'id': '4S6sMrZYilvZ2Y2JcuP2LR', 'uri': 'spotify:track:4S6sMrZYilvZ2Y2JcuP2LR', 'track_href': 'https://api.spotify.com/v1/tracks/4S6sMrZYilvZ2Y2JcuP2LR', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4S6sMrZYilvZ2Y2JcuP2LR', 'duration_ms': 229197, 'time_signature': 4}"
10,2017-08-17,FEELS,"CALVIN HARRIS FT PHARRELL, KATY PERRY & BIG SEAN",1,,{}
11,2017-08-24,NEW RULES,DUA LIPA,2,spotify:track:2ekn2ttSfGqwhhate0LSR0,"{'danceability': 0.762, 'energy': 0.7, 'key': 9, 'loudness': -6.021, 'mode': 0, 'speechiness': 0.0694, 'acousticness': 0.00261, 'instrumentalness': 1.56e-05, 'liveness': 0.153, 'valence': 0.608, 'tempo': 116.073, 'type': 'audio_features', 'id': '2ekn2ttSfGqwhhate0LSR0', 'uri': 'spotify:track:2ekn2ttSfGqwhhate0LSR0', 'track_href': 'https://api.spotify.com/v1/tracks/2ekn2ttSfGqwhhate0LSR0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2ekn2ttSfGqwhhate0LSR0', 'duration_ms': 209320, 'time_signature': 4}"
12,2017-07-09,LOOK WHAT YOU MADE ME DO,TAYLOR SWIFT,2,spotify:track:1P17dC1amhFzptugyAO7Il,"{'danceability': 0.766, 'energy': 0.709, 'key': 9, 'loudness': -6.471, 'mode': 0, 'speechiness': 0.123, 'acousticness': 0.204, 'instrumentalness': 1.41e-05, 'liveness': 0.126, 'valence': 0.506, 'tempo': 128.07, 'type': 'audio_features', 'id': '1P17dC1amhFzptugyAO7Il', 'uri': 'spotify:track:1P17dC1amhFzptugyAO7Il', 'track_href': 'https://api.spotify.com/v1/tracks/1P17dC1amhFzptugyAO7Il', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1P17dC1amhFzptugyAO7Il', 'duration_ms': 211853, 'time_signature': 4}"
