,date,title,artist,weeks,uri,af
26,1999-09-18,WE'RE GOING TO IBIZA!,VENGABOYS,1,spotify:track:0b8PKDeFc2T5u9cRbLLv2r,"{'danceability': 0.802, 'energy': 0.671, 'key': 1, 'loudness': -9.969, 'mode': 1, 'speechiness': 0.0424, 'acousticness': 0.0233, 'instrumentalness': 0.0108, 'liveness': 0.0943, 'valence': 0.912, 'tempo': 103.993, 'type': 'audio_features', 'id': '0b8PKDeFc2T5u9cRbLLv2r', 'uri': 'spotify:track:0b8PKDeFc2T5u9cRbLLv2r', 'track_href': 'https://api.spotify.com/v1/tracks/0b8PKDeFc2T5u9cRbLLv2r', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0b8PKDeFc2T5u9cRbLLv2r', 'duration_ms': 216360, 'time_signature': 4}"
27,1999-09-25,BLUE (DA BA DEE),EIFFEL 65,3,spotify:track:2yAVzRiEQooPEJ9SYx11L3,"{'danceability': 0.822, 'energy': 0.969, 'key': 7, 'loudness': -11.471, 'mode': 0, 'speechiness': 0.0582, 'acousticness': 0.259, 'instrumentalness': 0.000162, 'liveness': 0.39, 'valence': 0.765, 'tempo': 128.007, 'type': 'audio_features', 'id': '2yAVzRiEQooPEJ9SYx11L3', 'uri': 'spotify:track:2yAVzRiEQooPEJ9SYx11L3', 'track_href': 'https://api.spotify.com/v1/tracks/2yAVzRiEQooPEJ9SYx11L3', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2yAVzRiEQooPEJ9SYx11L3', 'duration_ms': 283748, 'time_signature': 4}"
28,1999-10-16,GENIE IN A BOTTLE,CHRISTINA AGUILERA,2,spotify:track:11mwFrKvLXCbcVGNxffGyP,"{'danceability': 0.627, 'energy': 0.8, 'key': 1, 'loudness': -6.945, 'mode': 1, 'speechiness': 0.162, 'acousticness': 0.21, 'instrumentalness': 0.000123, 'liveness': 0.137, 'valence': 0.912, 'tempo': 175.815, 'type': 'audio_features', 'id': '11mwFrKvLXCbcVGNxffGyP', 'uri': 'spotify:track:11mwFrKvLXCbcVGNxffGyP', 'track_href': 'https://api.spotify.com/v1/tracks/11mwFrKvLXCbcVGNxffGyP', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/11mwFrKvLXCbcVGNxffGyP', 'duration_ms': 217573, 'time_signature': 4}"
29,1999-10-30,FLYING WITHOUT WINGS,WESTLIFE,1,spotify:track:30ngg6jCMqOBcvj5fLgfBe,"{'danceability': 0.443, 'energy': 0.493, 'key': 8, 'loudness': -7.956, 'mode': 1, 'speechiness': 0.0318, 'acousticness': 0.323, 'instrumentalness': 0, 'liveness': 0.21, 'valence': 0.283, 'tempo': 72.742, 'type': 'audio_features', 'id': '30ngg6jCMqOBcvj5fLgfBe', 'uri': 'spotify:track:30ngg6jCMqOBcvj5fLgfBe', 'track_href': 'https://api.spotify.com/v1/tracks/30ngg6jCMqOBcvj5fLgfBe', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/30ngg6jCMqOBcvj5fLgfBe', 'duration_ms': 215307, 'time_signature': 4}"
30,1999-06-11,KEEP ON MOVIN',FIVE,1,spotify:track:2fHruzatznikGKFeL9Gujm,"{'danceability': 0.742, 'energy': 0.853, 'key': 7, 'loudness': -7.832, 'mode': 1, 'speechiness': 0.034, 'acousticness': 0.0396, 'instrumentalness': 0, 'liveness': 0.0664, 'valence': 0.963, 'tempo': 135.02, 'type': 'audio_features', 'id': '2fHruzatznikGKFeL9Gujm', 'uri': 'spotify:track:2fHruzatznikGKFeL9Gujm', 'track_href': 'https://api.spotify.com/v1/tracks/2fHruzatznikGKFeL9Gujm', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2fHruzatznikGKFeL9Gujm', 'duration_ms': 198067, 'time_signature': 4}"
31,1999-11-13,LIFT ME UP,GERI HALLIWELL,1,spotify:track:1hM7qXR6BEQPbitmLXIwKR,"{'danceability': 0.61, 'energy': 0.84, 'key': 4, 'loudness': -5.003, 'mode': 1, 'speechiness': 0.0262, 'acousticness': 0.549, 'instrumentalness': 0.000265, 'liveness': 0.0867, 'valence': 0.61, 'tempo': 107.026, 'type': 'audio_features', 'id': '1hM7qXR6BEQPbitmLXIwKR', 'uri': 'spotify:track:1hM7qXR6BEQPbitmLXIwKR', 'track_href': 'https://api.spotify.com/v1/tracks/1hM7qXR6BEQPbitmLXIwKR', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1hM7qXR6BEQPbitmLXIwKR', 'duration_ms': 231267, 'time_signature': 4}"
32,1999-11-20,SHE'S THE ONE/IT'S ONLY US,ROBBIE WILLIAMS,1,,{}
33,1999-11-27,KING OF MY CASTLE,WAMDUE PROJECT,1,spotify:track:6YeFYgc7H0ACm4IZ4Zro24,"{'danceability': 0.868, 'energy': 0.538, 'key': 10, 'loudness': -8.939, 'mode': 0, 'speechiness': 0.0791, 'acousticness': 0.0477, 'instrumentalness': 0.557, 'liveness': 0.0682, 'valence': 0.757, 'tempo': 125.018, 'type': 'audio_features', 'id': '6YeFYgc7H0ACm4IZ4Zro24', 'uri': 'spotify:track:6YeFYgc7H0ACm4IZ4Zro24', 'track_href': 'https://api.spotify.com/v1/tracks/6YeFYgc7H0ACm4IZ4Zro24', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6YeFYgc7H0ACm4IZ4Zro24', 'duration_ms': 298105, 'time_signature': 4}"
34,1999-04-12,MILLENNIUM PRAYER,CLIFF RICHARD,3,spotify:track:2DV1EmrNUBaWUyw8z1SXeE,"{'danceability': 0.243, 'energy': 0.596, 'key': 2, 'loudness': -6.711, 'mode': 1, 'speechiness': 0.0398, 'acousticness': 0.44, 'instrumentalness': 0, 'liveness': 0.101, 'valence': 0.0451, 'tempo': 185.328, 'type': 'audio_features', 'id': '2DV1EmrNUBaWUyw8z1SXeE', 'uri': 'spotify:track:2DV1EmrNUBaWUyw8z1SXeE', 'track_href': 'https://api.spotify.com/v1/tracks/2DV1EmrNUBaWUyw8z1SXeE', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2DV1EmrNUBaWUyw8z1SXeE', 'duration_ms': 281080, 'time_signature': 4}"
35,1999-12-25,I HAVE A DREAM/SEASONS IN THE SUN,WESTLIFE,4,,{}
0,2000-01-22,THE MASSES AGAINST THE CLASSES,MANIC STREET PREACHERS,1,spotify:track:2krj7RVuXvJIRqulDXybr6,"{'danceability': 0.391, 'energy': 0.922, 'key': 6, 'loudness': -6.365, 'mode': 0, 'speechiness': 0.129, 'acousticness': 7.88e-06, 'instrumentalness': 0.781, 'liveness': 0.354, 'valence': 0.329, 'tempo': 145.308, 'type': 'audio_features', 'id': '2krj7RVuXvJIRqulDXybr6', 'uri': 'spotify:track:2krj7RVuXvJIRqulDXybr6', 'track_href': 'https://api.spotify.com/v1/tracks/2krj7RVuXvJIRqulDXybr6', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2krj7RVuXvJIRqulDXybr6', 'duration_ms': 204173, 'time_signature': 4}"
1,2000-01-29,BORN TO MAKE YOU HAPPY,BRITNEY SPEARS,1,spotify:track:4l1MNtoCiTxBwf6yxD7kFd,"{'danceability': 0.633, 'energy': 0.922, 'key': 11, 'loudness': -4.842, 'mode': 0, 'speechiness': 0.0454, 'acousticness': 0.116, 'instrumentalness': 0.000465, 'liveness': 0.071, 'valence': 0.686, 'tempo': 84.11, 'type': 'audio_features', 'id': '4l1MNtoCiTxBwf6yxD7kFd', 'uri': 'spotify:track:4l1MNtoCiTxBwf6yxD7kFd', 'track_href': 'https://api.spotify.com/v1/tracks/4l1MNtoCiTxBwf6yxD7kFd', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4l1MNtoCiTxBwf6yxD7kFd', 'duration_ms': 243533, 'time_signature': 4}"
2,2000-05-02,RISE,GABRIELLE,2,spotify:track:6j9PODoKp5s7Ox0rYXIp4t,"{'danceability': 0.682, 'energy': 0.633, 'key': 9, 'loudness': -5.767, 'mode': 1, 'speechiness': 0.0233, 'acousticness': 0.0403, 'instrumentalness': 0, 'liveness': 0.0658, 'valence': 0.645, 'tempo': 93.495, 'type': 'audio_features', 'id': '6j9PODoKp5s7Ox0rYXIp4t', 'uri': 'spotify:track:6j9PODoKp5s7Ox0rYXIp4t', 'track_href': 'https://api.spotify.com/v1/tracks/6j9PODoKp5s7Ox0rYXIp4t', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6j9PODoKp5s7Ox0rYXIp4t', 'duration_ms': 250413, 'time_signature': 4}"
3,2000-02-19,GO LET IT OUT,OASIS,1,spotify:track:4LLlWe4hbBEiGR37cXcyPu,"{'danceability': 0.41, 'energy': 0.841, 'key': 2, 'loudness': -5.633, 'mode': 1, 'speechiness': 0.0331, 'acousticness': 0.0136, 'instrumentalness': 2.39e-05, 'liveness': 0.522, 'valence': 0.618, 'tempo': 84.194, 'type': 'audio_features', 'id': '4LLlWe4hbBEiGR37cXcyPu', 'uri': 'spotify:track:4LLlWe4hbBEiGR37cXcyPu', 'track_href': 'https://api.spotify.com/v1/tracks/4LLlWe4hbBEiGR37cXcyPu', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4LLlWe4hbBEiGR37cXcyPu', 'duration_ms': 278507, 'time_signature': 4}"
4,2000-02-26,PURE SHORES,ALL SAINTS,2,spotify:track:5uHnDHx5J48FdT6FjwA7Z8,"{'danceability': 0.631, 'energy': 0.664, 'key': 6, 'loudness': -9.197, 'mode': 1, 'speechiness': 0.0242, 'acousticness': 0.0498, 'instrumentalness': 0.00042, 'liveness': 0.0696, 'valence': 0.407, 'tempo': 100.618, 'type': 'audio_features', 'id': '5uHnDHx5J48FdT6FjwA7Z8', 'uri': 'spotify:track:5uHnDHx5J48FdT6FjwA7Z8', 'track_href': 'https://api.spotify.com/v1/tracks/5uHnDHx5J48FdT6FjwA7Z8', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5uHnDHx5J48FdT6FjwA7Z8', 'duration_ms': 268747, 'time_signature': 4}"
5,2000-11-03,AMERICAN PIE,MADONNA,1,spotify:track:1vo6TY0FyLRBTXohxvflhJ,"{'danceability': 0.631, 'energy': 0.734, 'key': 5, 'loudness': -7.48, 'mode': 0, 'speechiness': 0.036, 'acousticness': 0.348, 'instrumentalness': 0, 'liveness': 0.135, 'valence': 0.591, 'tempo': 124.036, 'type': 'audio_features', 'id': '1vo6TY0FyLRBTXohxvflhJ', 'uri': 'spotify:track:1vo6TY0FyLRBTXohxvflhJ', 'track_href': 'https://api.spotify.com/v1/tracks/1vo6TY0FyLRBTXohxvflhJ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1vo6TY0FyLRBTXohxvflhJ', 'duration_ms': 273533, 'time_signature': 4}"
6,2000-03-18,DON'T GIVE UP,CHICANE FEATURING BRYAN ADAMS,1,spotify:track:4eb4U51w4W08Z5rzK3U3Tk,"{'danceability': 0.712, 'energy': 0.587, 'key': 8, 'loudness': -17.471, 'mode': 1, 'speechiness': 0.0327, 'acousticness': 0.381, 'instrumentalness': 0.895, 'liveness': 0.113, 'valence': 0.698, 'tempo': 131.028, 'type': 'audio_features', 'id': '4eb4U51w4W08Z5rzK3U3Tk', 'uri': 'spotify:track:4eb4U51w4W08Z5rzK3U3Tk', 'track_href': 'https://api.spotify.com/v1/tracks/4eb4U51w4W08Z5rzK3U3Tk', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4eb4U51w4W08Z5rzK3U3Tk', 'duration_ms': 245000, 'time_signature': 4}"
7,2000-03-25,BAG IT UP,GERI HALLIWELL,1,spotify:track:6tciQYmD0nQCdDE4IQCrdy,"{'danceability': 0.615, 'energy': 0.943, 'key': 0, 'loudness': -4.233, 'mode': 1, 'speechiness': 0.0656, 'acousticness': 0.227, 'instrumentalness': 0, 'liveness': 0.432, 'valence': 0.849, 'tempo': 116.851, 'type': 'audio_features', 'id': '6tciQYmD0nQCdDE4IQCrdy', 'uri': 'spotify:track:6tciQYmD0nQCdDE4IQCrdy', 'track_href': 'https://api.spotify.com/v1/tracks/6tciQYmD0nQCdDE4IQCrdy', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6tciQYmD0nQCdDE4IQCrdy', 'duration_ms': 225107, 'time_signature': 4}"
8,2000-01-04,NEVER BE THE SAME AGAIN,MELANIE C & LISA 'LEFT EYE' LOPES,1,spotify:track:22EtmrTLLQi7atnAW02JSe,"{'danceability': 0.599, 'energy': 0.626, 'key': 7, 'loudness': -9.736, 'mode': 0, 'speechiness': 0.0663, 'acousticness': 0.00301, 'instrumentalness': 0.00222, 'liveness': 0.0472, 'valence': 0.403, 'tempo': 81.993, 'type': 'audio_features', 'id': '22EtmrTLLQi7atnAW02JSe', 'uri': 'spotify:track:22EtmrTLLQi7atnAW02JSe', 'track_href': 'https://api.spotify.com/v1/tracks/22EtmrTLLQi7atnAW02JSe', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/22EtmrTLLQi7atnAW02JSe', 'duration_ms': 290307, 'time_signature': 4}"
9,2000-08-04,FOOL AGAIN,WESTLIFE,1,spotify:track:5h9etcHD1K0OTljIAIw0Kh,"{'danceability': 0.532, 'energy': 0.525, 'key': 4, 'loudness': -6.812, 'mode': 1, 'speechiness': 0.0295, 'acousticness': 0.0467, 'instrumentalness': 0, 'liveness': 0.053, 'valence': 0.536, 'tempo': 75.993, 'type': 'audio_features', 'id': '5h9etcHD1K0OTljIAIw0Kh', 'uri': 'spotify:track:5h9etcHD1K0OTljIAIw0Kh', 'track_href': 'https://api.spotify.com/v1/tracks/5h9etcHD1K0OTljIAIw0Kh', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5h9etcHD1K0OTljIAIw0Kh', 'duration_ms': 235067, 'time_signature': 4}"
10,2000-04-15,FILL ME IN,CRAIG DAVID,1,spotify:track:0UzsDmdpw0Q14KU4hieQss,"{'danceability': 0.683, 'energy': 0.748, 'key': 8, 'loudness': -6.981, 'mode': 1, 'speechiness': 0.0366, 'acousticness': 0.373, 'instrumentalness': 0.00881, 'liveness': 0.06, 'valence': 0.828, 'tempo': 132.486, 'type': 'audio_features', 'id': '0UzsDmdpw0Q14KU4hieQss', 'uri': 'spotify:track:0UzsDmdpw0Q14KU4hieQss', 'track_href': 'https://api.spotify.com/v1/tracks/0UzsDmdpw0Q14KU4hieQss', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0UzsDmdpw0Q14KU4hieQss', 'duration_ms': 257200, 'time_signature': 4}"
11,2000-04-22,TOCA'S MIRACLE,FRAGMA,2,spotify:track:5VfgFPkSG6lEnuIdeWKotB,"{'danceability': 0.789, 'energy': 0.908, 'key': 4, 'loudness': -6.464, 'mode': 0, 'speechiness': 0.0359, 'acousticness': 0.0047, 'instrumentalness': 0.0146, 'liveness': 0.107, 'valence': 0.789, 'tempo': 129.976, 'type': 'audio_features', 'id': '5VfgFPkSG6lEnuIdeWKotB', 'uri': 'spotify:track:5VfgFPkSG6lEnuIdeWKotB', 'track_href': 'https://api.spotify.com/v1/tracks/5VfgFPkSG6lEnuIdeWKotB', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5VfgFPkSG6lEnuIdeWKotB', 'duration_ms': 296308, 'time_signature': 4}"
12,2000-06-05,BOUND 4 DA RELOAD (CASUALTY),OXIDE & NEUTRINO,1,spotify:track:24SElG0D2F6vJ7Z9EMD5Xu,"{'danceability': 0.852, 'energy': 0.938, 'key': 7, 'loudness': -6.598, 'mode': 1, 'speechiness': 0.0989, 'acousticness': 0.035, 'instrumentalness': 0.114, 'liveness': 0.471, 'valence': 0.758, 'tempo': 133.166, 'type': 'audio_features', 'id': '24SElG0D2F6vJ7Z9EMD5Xu', 'uri': 'spotify:track:24SElG0D2F6vJ7Z9EMD5Xu', 'track_href': 'https://api.spotify.com/v1/tracks/24SElG0D2F6vJ7Z9EMD5Xu', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/24SElG0D2F6vJ7Z9EMD5Xu', 'duration_ms': 292227, 'time_signature': 4}"
13,2000-05-13,OOPS!... I DID IT AGAIN,BRITNEY SPEARS,1,spotify:track:6naxalmIoLFWR0siv8dnQQ,"{'danceability': 0.751, 'energy': 0.834, 'key': 1, 'loudness': -5.444, 'mode': 0, 'speechiness': 0.0437, 'acousticness': 0.3, 'instrumentalness': 1.77e-05, 'liveness': 0.355, 'valence': 0.894, 'tempo': 95.053, 'type': 'audio_features', 'id': '6naxalmIoLFWR0siv8dnQQ', 'uri': 'spotify:track:6naxalmIoLFWR0siv8dnQQ', 'track_href': 'https://api.spotify.com/v1/tracks/6naxalmIoLFWR0siv8dnQQ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6naxalmIoLFWR0siv8dnQQ', 'duration_ms': 211160, 'time_signature': 4}"
14,2000-05-20,DON'T CALL ME BABY,MADISON AVENUE,1,spotify:track:4fazGt0v2v2zkzddQOcDZD,"{'danceability': 0.808, 'energy': 0.982, 'key': 3, 'loudness': -6.588, 'mode': 0, 'speechiness': 0.0311, 'acousticness': 0.0585, 'instrumentalness': 0.00689, 'liveness': 0.35, 'valence': 0.961, 'tempo': 124.999, 'type': 'audio_features', 'id': '4fazGt0v2v2zkzddQOcDZD', 'uri': 'spotify:track:4fazGt0v2v2zkzddQOcDZD', 'track_href': 'https://api.spotify.com/v1/tracks/4fazGt0v2v2zkzddQOcDZD', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4fazGt0v2v2zkzddQOcDZD', 'duration_ms': 228140, 'time_signature': 4}"
15,2000-05-27,DAY & NIGHT,BILLIE PIPER,1,spotify:track:6jposSLg1MkxIXCJUsEuO0,"{'danceability': 0.711, 'energy': 0.83, 'key': 5, 'loudness': -3.372, 'mode': 0, 'speechiness': 0.0338, 'acousticness': 0.555, 'instrumentalness': 0.000132, 'liveness': 0.059, 'valence': 0.924, 'tempo': 105.987, 'type': 'audio_features', 'id': '6jposSLg1MkxIXCJUsEuO0', 'uri': 'spotify:track:6jposSLg1MkxIXCJUsEuO0', 'track_href': 'https://api.spotify.com/v1/tracks/6jposSLg1MkxIXCJUsEuO0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6jposSLg1MkxIXCJUsEuO0', 'duration_ms': 195800, 'time_signature': 4}"
16,2000-03-06,IT FEELS SO GOOD,SONIQUE,3,spotify:track:4Y8q64VnhD0vFYy9g2WFpi,"{'danceability': 0.634, 'energy': 0.677, 'key': 5, 'loudness': -7.278, 'mode': 0, 'speechiness': 0.0304, 'acousticness': 0.0117, 'instrumentalness': 0.00103, 'liveness': 0.126, 'valence': 0.558, 'tempo': 135.012, 'type': 'audio_features', 'id': '4Y8q64VnhD0vFYy9g2WFpi', 'uri': 'spotify:track:4Y8q64VnhD0vFYy9g2WFpi', 'track_href': 'https://api.spotify.com/v1/tracks/4Y8q64VnhD0vFYy9g2WFpi', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4Y8q64VnhD0vFYy9g2WFpi', 'duration_ms': 240867, 'time_signature': 4}"
17,2000-06-24,YOU SEE THE TROUBLE WITH ME,BLACK LEGEND,1,spotify:track:6ybxuYMCIKJMBfCIEWLTlc,"{'danceability': 0.59, 'energy': 0.952, 'key': 6, 'loudness': -7.867, 'mode': 1, 'speechiness': 0.0348, 'acousticness': 0.0182, 'instrumentalness': 0.575, 'liveness': 0.282, 'valence': 0.559, 'tempo': 124.974, 'type': 'audio_features', 'id': '6ybxuYMCIKJMBfCIEWLTlc', 'uri': 'spotify:track:6ybxuYMCIKJMBfCIEWLTlc', 'track_href': 'https://api.spotify.com/v1/tracks/6ybxuYMCIKJMBfCIEWLTlc', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6ybxuYMCIKJMBfCIEWLTlc', 'duration_ms': 297507, 'time_signature': 4}"
18,2000-01-07,SPINNING AROUND,KYLIE MINOGUE,1,spotify:track:0JcgDliDqDac8iOFFRm7tZ,"{'danceability': 0.763, 'energy': 0.665, 'key': 6, 'loudness': -7.623, 'mode': 0, 'speechiness': 0.0559, 'acousticness': 0.308, 'instrumentalness': 5.86e-05, 'liveness': 0.0803, 'valence': 0.636, 'tempo': 120.055, 'type': 'audio_features', 'id': '0JcgDliDqDac8iOFFRm7tZ', 'uri': 'spotify:track:0JcgDliDqDac8iOFFRm7tZ', 'track_href': 'https://api.spotify.com/v1/tracks/0JcgDliDqDac8iOFFRm7tZ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0JcgDliDqDac8iOFFRm7tZ', 'duration_ms': 207600, 'time_signature': 4}"
19,2000-08-07,THE REAL SLIM SHADY,EMINEM,1,spotify:track:3yfqSUWxFvZELEM4PmlwIR,"{'danceability': 0.95, 'energy': 0.665, 'key': 5, 'loudness': -4.286, 'mode': 0, 'speechiness': 0.061, 'acousticness': 0.0339, 'instrumentalness': 0, 'liveness': 0.0453, 'valence': 0.76, 'tempo': 104.504, 'type': 'audio_features', 'id': '3yfqSUWxFvZELEM4PmlwIR', 'uri': 'spotify:track:3yfqSUWxFvZELEM4PmlwIR', 'track_href': 'https://api.spotify.com/v1/tracks/3yfqSUWxFvZELEM4PmlwIR', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3yfqSUWxFvZELEM4PmlwIR', 'duration_ms': 284200, 'time_signature': 4}"
20,2000-07-15,BREATHLESS,CORRS,1,spotify:track:5OQGeJ1ceykovrykZsGhqL,"{'danceability': 0.607, 'energy': 0.82, 'key': 11, 'loudness': -7.754, 'mode': 1, 'speechiness': 0.0597, 'acousticness': 0.0541, 'instrumentalness': 6.8e-05, 'liveness': 0.269, 'valence': 0.768, 'tempo': 126.988, 'type': 'audio_features', 'id': '5OQGeJ1ceykovrykZsGhqL', 'uri': 'spotify:track:5OQGeJ1ceykovrykZsGhqL', 'track_href': 'https://api.spotify.com/v1/tracks/5OQGeJ1ceykovrykZsGhqL', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5OQGeJ1ceykovrykZsGhqL', 'duration_ms': 207507, 'time_signature': 4}"
21,2000-07-22,LIFE IS A ROLLERCOASTER,RONAN KEATING,1,spotify:track:1vlTMKVV0FxG6CxGTmSY3t,"{'danceability': 0.657, 'energy': 0.819, 'key': 0, 'loudness': -8.878, 'mode': 1, 'speechiness': 0.0311, 'acousticness': 0.117, 'instrumentalness': 5.9e-05, 'liveness': 0.495, 'valence': 0.81, 'tempo': 118.988, 'type': 'audio_features', 'id': '1vlTMKVV0FxG6CxGTmSY3t', 'uri': 'spotify:track:1vlTMKVV0FxG6CxGTmSY3t', 'track_href': 'https://api.spotify.com/v1/tracks/1vlTMKVV0FxG6CxGTmSY3t', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1vlTMKVV0FxG6CxGTmSY3t', 'duration_ms': 236827, 'time_signature': 4}"
22,2000-07-29,WE WILL ROCK YOU,FIVE & QUEEN,1,spotify:track:53QU2KOFNHb1lTKIhiiH4s,"{'danceability': 0.701, 'energy': 0.808, 'key': 4, 'loudness': -7.92, 'mode': 0, 'speechiness': 0.0611, 'acousticness': 0.00785, 'instrumentalness': 0.0132, 'liveness': 0.0345, 'valence': 0.477, 'tempo': 91.05, 'type': 'audio_features', 'id': '53QU2KOFNHb1lTKIhiiH4s', 'uri': 'spotify:track:53QU2KOFNHb1lTKIhiiH4s', 'track_href': 'https://api.spotify.com/v1/tracks/53QU2KOFNHb1lTKIhiiH4s', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/53QU2KOFNHb1lTKIhiiH4s', 'duration_ms': 178939, 'time_signature': 4}"
23,2000-05-08,7 DAYS,CRAIG DAVID,1,spotify:track:0gPQTLaqHDgdupKEok7J2x,"{'danceability': 0.659, 'energy': 0.812, 'key': 4, 'loudness': -7.499, 'mode': 0, 'speechiness': 0.0487, 'acousticness': 0.23, 'instrumentalness': 0, 'liveness': 0.0951, 'valence': 0.888, 'tempo': 83.013, 'type': 'audio_features', 'id': '0gPQTLaqHDgdupKEok7J2x', 'uri': 'spotify:track:0gPQTLaqHDgdupKEok7J2x', 'track_href': 'https://api.spotify.com/v1/tracks/0gPQTLaqHDgdupKEok7J2x', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0gPQTLaqHDgdupKEok7J2x', 'duration_ms': 235133, 'time_signature': 4}"
24,2000-12-08,ROCK DJ,ROBBIE WILLIAMS,1,spotify:track:7oQSevUCbYs4QawXTHQVV1,"{'danceability': 0.712, 'energy': 0.762, 'key': 7, 'loudness': -4.307, 'mode': 1, 'speechiness': 0.0326, 'acousticness': 0.026, 'instrumentalness': 0, 'liveness': 0.0981, 'valence': 0.842, 'tempo': 103.032, 'type': 'audio_features', 'id': '7oQSevUCbYs4QawXTHQVV1', 'uri': 'spotify:track:7oQSevUCbYs4QawXTHQVV1', 'track_href': 'https://api.spotify.com/v1/tracks/7oQSevUCbYs4QawXTHQVV1', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7oQSevUCbYs4QawXTHQVV1', 'duration_ms': 260560, 'time_signature': 4}"
25,2000-08-19,I TURN TO YOU,MELANIE C,1,spotify:track:1Le4SDanBrX8OtmnnyTNrh,"{'danceability': 0.522, 'energy': 0.803, 'key': 1, 'loudness': -5.825, 'mode': 1, 'speechiness': 0.0327, 'acousticness': 0.00117, 'instrumentalness': 0.00167, 'liveness': 0.31, 'valence': 0.0783, 'tempo': 135.207, 'type': 'audio_features', 'id': '1Le4SDanBrX8OtmnnyTNrh', 'uri': 'spotify:track:1Le4SDanBrX8OtmnnyTNrh', 'track_href': 'https://api.spotify.com/v1/tracks/1Le4SDanBrX8OtmnnyTNrh', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1Le4SDanBrX8OtmnnyTNrh', 'duration_ms': 352173, 'time_signature': 4}"
26,2000-08-26,GROOVEJET (IF THIS AIN'T LOVE),SPILLER,1,spotify:track:4Y3LkL71vaovrZypglxrX3,"{'danceability': 0.736, 'energy': 0.817, 'key': 9, 'loudness': -6.534, 'mode': 0, 'speechiness': 0.0465, 'acousticness': 0.000505, 'instrumentalness': 0.00389, 'liveness': 0.341, 'valence': 0.672, 'tempo': 123.057, 'type': 'audio_features', 'id': '4Y3LkL71vaovrZypglxrX3', 'uri': 'spotify:track:4Y3LkL71vaovrZypglxrX3', 'track_href': 'https://api.spotify.com/v1/tracks/4Y3LkL71vaovrZypglxrX3', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4Y3LkL71vaovrZypglxrX3', 'duration_ms': 226093, 'time_signature': 4}"
27,2000-02-09,MUSIC,MADONNA,1,spotify:track:2BcOZ4vOeu2qZowIHrvTYy,"{'danceability': 0.734, 'energy': 0.833, 'key': 7, 'loudness': -8.166, 'mode': 1, 'speechiness': 0.0644, 'acousticness': 0.00132, 'instrumentalness': 0.0824, 'liveness': 0.2, 'valence': 0.862, 'tempo': 119.847, 'type': 'audio_features', 'id': '2BcOZ4vOeu2qZowIHrvTYy', 'uri': 'spotify:track:2BcOZ4vOeu2qZowIHrvTYy', 'track_href': 'https://api.spotify.com/v1/tracks/2BcOZ4vOeu2qZowIHrvTYy', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2BcOZ4vOeu2qZowIHrvTYy', 'duration_ms': 224240, 'time_signature': 4}"
